raster_row,raster_column,Year,Longitude,Latitude,Post_monitoring_length,survival,coral_gardening,direct_transplantation,artificial_reefs,larval_enhancement,rest_gen_n,remoteness,gravity,cumulative_impacts_mean,cumulative_impacts_trend,baa4_n_pre,baa_mean_pre,baa4_n_post,baa_mean_post,year_first_anomaly,number_of_anomalies_2100,coral_diversity
143,226,1997,-66.590149,18.220833,3,95,1,1,0,0,1,0.039697316,1048.9736,2.868694533625914,0.07692271266299977,0,1.0,0,1.3333333333333333,2066.0,5.0,57.0
143,226,1997,-66.590149,18.220833,3,60.46666667,1,1,0,0,1,0.039697316,1048.9736,2.868694533625914,0.07692271266299977,0,1.0,0,1.3333333333333333,2066.0,5.0,57.0
139,185,1997,-87.017594,20.4013196,1,97,0,1,0,0,NA,0.11163626,87.57647,1.3447529253713915,0.07445689999360848,0,1.5,0,1.6666666666666667,2066.0,2.0,57.0
135,588,1997,114.2666667,22.2166667,4,NA,0,0,1,0,3,0.049122285,2137.64,2.6033881571016866,0.03953870177819313,0,1.3333333333333333,0,1.8333333333333333,2038.0,43.0,76.0
122,429,1997,34.7298765,28.6929261,12,67.5,0,1,0,0,5,0.19387516,265.83218,1.7163239102812275,0.12853123451416404,0,1.1666666666666667,0,1.5,2030.0,27.0,302.0
120,429,1997,34.9226082,29.5097265,5,NA,0,1,0,0,1,0.13291189,698.36365,3.117835036902265,0.14835205612365499,0,1.0,0,1.1666666666666667,2030.0,28.0,302.0
195,439,1998,39.7549511,-7.869895,23,NA,1,0,0,0,1,0.36576304,93.57506,0.8525914793013905,0.0904373548836354,3,1.6666666666666667,3,1.6666666666666667,2052.0,11.0,277.0
147,599,1998,119.8927296,16.3425356,16,NA,0,1,0,0,1,0.102151915,823.1727,1.281105281013879,0.09381470048286827,3,1.6666666666666667,3,1.3333333333333333,2058.0,5.0,565.0
171,507,1999,73.5093474,4.1754959,42,NA,0,1,0,0,3,0.11315006,85.85918,0.7788984680162023,0.09514267339228275,3,1.3333333333333333,0,1.3333333333333333,2047.0,10.0,244.0
171,507,1999,73.5093474,4.1754959,42,50,0,1,0,0,18,0.11315006,85.85918,0.7788984680162023,0.09514267339228275,3,1.3333333333333333,0,1.3333333333333333,2047.0,10.0,244.0
157,607,1999,123.8081288,11.1572078,4,2.9,1,0,0,0,1,0.13450937,390.90408,1.196407698388529,0.13255941052418416,3,2.0,0,1.5,2026.0,4.0,571.0
120,429,1999,34.9593004,29.5508922,24,NA,0,1,0,0,NA,0.13291189,698.36365,3.117835036902265,0.14835205612365499,0,1.3333333333333333,0,1.1666666666666667,2030.0,28.0,302.0
196,590,2000,115.0919509,-8.3405389,NA,NA,1,0,1,0,NA,0.029916655,5519.8516,1.2700703800391322,0.07824091367233041,0,1.5,0,1.8333333333333333,2059.0,4.0,563.0
156,565,2000,102.5642261,11.6680759,NA,NA,0,1,0,0,NA,0.24276307,205.7467,1.0370707028989934,0.06417069898558445,0,1.0,0,1.6666666666666667,2038.0,13.0,139.0
155,222,2000,-68.8824233,12.1224221,4.2,37.88888889,0,1,0,0,1,0.38616654,508.68967,1.3582668443435386,0.09883146232969484,3,1.8333333333333333,9,2.1666666666666665,2022.0,9.0,62.0
130,429,2000,34.5,25,12,46.49230769,0,1,0,0,4,0.4877867,74.202896,1.813515714499028,0.12664011382211443,0,1.5,3,1.6666666666666667,2048.0,20.0,303.0
124,428,2000,34.2347743,27.7420043,6,93.5,0,1,0,0,8,0.23827885,294.78934,1.52157828721829,0.10836713236527765,3,1.6666666666666667,3,1.8333333333333333,2030.0,41.0,302.0
124,198,2000,-81,28,30,82,0,1,0,0,NA,0.055451516,651.64233,0.0,0.0,0,1.1666666666666667,3,1.1666666666666667,2031.0,23.0,10.0
124,198,2000,-81,28,24,87,0,1,0,0,10,0.055451516,651.64233,0.0,0.0,0,1.1666666666666667,3,1.1666666666666667,2031.0,23.0,10.0
120,429,2000,34.951925,29.557669,12,70,1,0,0,0,1,0.13291189,698.36365,3.117835036902265,0.14835205612365499,0,1.1666666666666667,0,1.1666666666666667,2030.0,28.0,302.0
120,429,2000,34.951925,29.557669,1,NA,0,1,0,0,NA,0.13291189,698.36365,3.117835036902265,0.14835205612365499,0,1.1666666666666667,0,1.1666666666666667,2030.0,28.0,302.0
161,606,2001,123.2714292,9.0797213,13,90,1,0,0,0,1,0.0552611,874.9218,1.2326906993656104,0.0944543244753401,0,1.5,0,1.3333333333333333,2026.0,12.0,572.0
144,230,2001,-64.8347992,17.7245968,21,94.875,1,0,0,0,1,0.41022912,389.89072,1.6527130198950422,0.08101589512289348,0,1.6666666666666667,7,2.5,2082.0,1.0,55.0
144,225,2001,-67.0465664,17.9749654,7,NA,1,0,0,0,1,0.1599731,251.49376,1.52038613135125,0.11844752166567067,0,1.5,3,2.0,2066.0,7.0,57.0
144,225,2001,-67.0465664,17.9749654,6,NA,1,0,0,0,1,0.1599731,251.49376,1.52038613135125,0.11844752166567067,0,1.5,3,2.0,2066.0,7.0,57.0
144,225,2001,-67.0465664,17.9749654,7,NA,1,0,0,0,1,0.1599731,251.49376,1.52038613135125,0.11844752166567067,0,1.5,3,2.0,2066.0,7.0,57.0
144,225,2001,-67.0465664,17.9749654,12,NA,1,0,0,0,1,0.1599731,251.49376,1.52038613135125,0.11844752166567067,0,1.5,3,2.0,2066.0,7.0,57.0
143,224,2001,-67.8927472,18.0829054,24,NA,1,0,0,0,1,0.24568236,82.40367,1.5584971346265362,0.08312237888729382,0,1.6666666666666667,3,2.0,2048.0,10.0,58.0
129,196,2001,-81.5357506,25.0273356,10,95.83333333,1,0,0,0,1,0.29810607,324.0999,0.6285918838779749,0.019800061830491454,0,1.6666666666666667,3,1.5,2017.0,84.0,53.0
129,196,2001,-81.5357506,25.0273356,24,63.88888889,1,0,0,0,2,0.29810607,324.0999,0.6285918838779749,0.019800061830491454,0,1.6666666666666667,3,1.5,2017.0,84.0,53.0
129,196,2001,-81.5357506,25.0273356,NA,NA,0,0,1,0,7,0.29810607,324.0999,0.6285918838779749,0.019800061830491454,0,1.6666666666666667,3,1.5,2017.0,84.0,53.0
129,196,2001,-81.5357506,25.0273356,NA,21.42857143,0,1,0,0,2,0.29810607,324.0999,0.6285918838779749,0.019800061830491454,0,1.6666666666666667,3,1.5,2017.0,84.0,53.0
120,429,2001,34.951925,29.557669,24,0,1,0,0,0,1,0.13291189,698.36365,3.117835036902265,0.14835205612365499,0,1.1666666666666667,0,1.5,2030.0,28.0,302.0
120,429,2001,34.951925,29.557669,1,5,1,0,0,0,1,0.13291189,698.36365,3.117835036902265,0.14835205612365499,0,1.1666666666666667,0,1.5,2030.0,28.0,302.0
120,429,2001,34.951925,29.557669,6,53.75,1,0,0,0,1,0.13291189,698.36365,3.117835036902265,0.14835205612365499,0,1.1666666666666667,0,1.5,2030.0,28.0,302.0
120,429,2001,34.951925,29.557669,6,54,1,0,0,0,1,0.13291189,698.36365,3.117835036902265,0.14835205612365499,0,1.1666666666666667,0,1.5,2030.0,28.0,302.0
226,587,2002,113.776389,-23.144722,1.5,NA,1,0,1,0,1,0.8223964,0.16009852,0.7306705288994884,0.11994564945159505,7,2.1666666666666665,0,1.3333333333333333,2018.0,37.0,310.0
213,56,2002,-151.7414904,-16.5004126,32,90.36363636,1,0,0,1,9,7.903341,11.662942,0.8497905247638865,0.02214763450335784,0,1.1666666666666667,0,1.3333333333333333,2076.0,2.0,175.0
147,600,2002,120.0462109,16.2226498,6,83.66666667,1,0,1,0,2,0.042730417,1092.1227,1.6674059606898068,0.09248366486069498,0,1.1666666666666667,3,1.3333333333333333,2058.0,3.0,565.0
120,169,2002,-95.5,30,24,45,1,0,0,0,NA,0.013965554,18.947369,0.0,0.0,0,1.6666666666666667,3,2.0,2017.0,48.0,2.0
195,439,2003,39.7549511,-7.869895,12,97,1,0,0,0,1,0.36576304,93.57506,0.8525914793013905,0.0904373548836354,3,1.6666666666666667,0,1.8333333333333333,2052.0,11.0,277.0
176,609,2003,124.7602683,1.6235162,6,52.5,1,1,0,0,1,0.10967594,245.35466,0.8538483357598042,0.10130959381408916,0,1.6666666666666667,0,1.5,2026.0,7.0,571.0
162,609,2003,124.998911,8.928261,24,NA,0,1,0,0,NA,0.07652731,1733.9453,1.3727395678235388,0.08751404135572641,0,1.1666666666666667,0,1.3333333333333333,2026.0,5.0,569.0
147,599,2003,119.8927296,16.3425356,18,85,0,1,0,0,1,0.102151915,823.1727,1.281105281013879,0.09381470048286827,3,1.3333333333333333,0,1.3333333333333333,2058.0,5.0,565.0
135,601,2003,120.7447638,22.0008277,4,NA,1,0,0,0,1,0.106255114,354.51343,1.3945687779897442,0.05307666006132922,3,1.8333333333333333,0,1.5,2038.0,20.0,445.0
135,588,2003,114.3356288,22.4736848,24,NA,0,0,1,0,1,0.049122285,2137.64,2.6033881571016866,0.03953870177819313,3,2.1666666666666665,6,2.1666666666666665,2038.0,43.0,76.0
133,602,2003,121,23.5,1,NA,0,1,0,0,NA,0.14026669,298.7963,1.3490142417312283,0.053769064088423496,3,1.5,0,1.5,2071.0,5.0,412.0
129,196,2003,-81.5357506,25.0273356,72,NA,0,0,1,0,1,0.29810607,324.0999,0.6285918838779749,0.019800061830491454,0,1.5,6,1.8333333333333333,2017.0,84.0,53.0
120,429,2003,34.951925,29.557669,1.5,93.5,1,0,0,0,1,0.13291189,698.36365,3.117835036902265,0.14835205612365499,0,1.3333333333333333,0,1.8333333333333333,2030.0,28.0,302.0
196,592,2004,116.0384335,-8.3482917,12,NA,1,0,1,0,NA,0.080799915,613.0208,0.9703139162249333,0.10573626456038754,0,1.8333333333333333,3,2.1666666666666665,2035.0,14.0,567.0
176,609,2004,124.7602683,1.6235162,12,NA,0,1,0,0,NA,0.10967594,245.35466,0.8538483357598042,0.10130959381408916,0,1.6666666666666667,0,1.5,2026.0,7.0,571.0
157,607,2004,123.8081288,11.1572078,12,16.575,1,0,0,0,1,0.13450937,390.90408,1.196407698388529,0.13255941052418416,0,1.5,0,1.5,2026.0,4.0,571.0
147,600,2004,120.0462109,16.2226498,12,91.66666667,1,0,1,0,1,0.042730417,1092.1227,1.6674059606898068,0.09248366486069498,0,1.0,3,1.3333333333333333,2058.0,3.0,565.0
147,599,2004,119.8927296,16.3425356,3.5,22.5,0,1,0,0,1,0.102151915,823.1727,1.281105281013879,0.09381470048286827,0,1.0,0,1.3333333333333333,2058.0,5.0,565.0
130,196,2004,-81.8024352,24.5569474,NA,NA,1,0,0,0,1,0.26894066,104.96,1.2695409339417396,0.022518999332962947,0,1.6666666666666667,6,2.1666666666666665,2017.0,76.0,56.0
130,196,2004,-81.8024352,24.5569474,NA,NA,1,0,0,0,1,0.26894066,104.96,1.2695409339417396,0.022518999332962947,0,1.6666666666666667,6,2.1666666666666665,2017.0,76.0,56.0
130,196,2004,-81.8024352,24.5569474,NA,100,1,0,0,0,1,0.26894066,104.96,1.2695409339417396,0.022518999332962947,0,1.6666666666666667,6,2.1666666666666665,2017.0,76.0,56.0
127,614,2004,127.2784676,26.199204,19,58.75,1,0,0,0,1,0.17442818,104.38543,0.9544863709544932,-0.007880422506820056,7,2.0,3,2.0,2035.0,45.0,367.0
109,637,2004,138.5,35.5,NA,NA,1,0,0,0,2,0.017788664,-9999.0,2.9505456715652887,-0.02443243923639371,0,1.8333333333333333,0,1.5,2060.0,29.0,188.0
197,598,2005,119.4833198,-8.527716,36,NA,0,1,0,0,NA,0.14618756,80.949554,0.6848911145696713,0.06774372412751706,0,1.5,3,2.0,2052.0,15.0,569.0
197,598,2005,119.4833198,-8.527716,36,NA,0,1,0,0,NA,0.14618756,80.949554,0.6848911145696713,0.06774372412751706,0,1.5,3,2.0,2052.0,15.0,569.0
197,598,2005,119.4833198,-8.527716,72,NA,0,1,0,0,NA,0.14618756,80.949554,0.6848911145696713,0.06774372412751706,0,1.5,3,2.0,2052.0,15.0,569.0
144,206,2005,-76.8050018,17.9525424,18,NA,0,1,0,0,1,0.088772215,514.9375,1.5606721627311322,0.06726051736012993,0,1.3333333333333333,3,1.6666666666666667,2066.0,1.0,60.0
126,615,2005,127.945404,26.501301,9,NA,1,0,0,0,1,0.11053122,304.19617,1.1375705395528877,-0.018890371211719756,7,2.1666666666666665,0,1.8333333333333333,2033.0,34.0,367.0
109,637,2005,138.5,35.5,3,NA,0,1,0,0,NA,0.017788664,-9999.0,2.9505456715652887,-0.02443243923639371,0,1.8333333333333333,4,1.8333333333333333,2060.0,29.0,188.0
76,368,2005,4.4777326,51.9244201,1,80.50526316,0,0,1,0,2,0.031254705,-9999.0,4.802060119844762,0.03822913638723563,4,2.0,3,1.6666666666666667,2021.0,84.0,0.0
190,598,2006,119.3279386,-5.0479066,3,89,1,0,1,0,1,0.075512536,6721.5483,1.398243496850641,0.11289039638835346,0,1.6666666666666667,3,2.0,2026.0,18.0,566.0
160,597,2006,118.7383615,9.8349493,12,NA,0,1,0,0,NA,0.0798294,107.458694,1.1832497616782016,0.08366596278217255,0,1.3333333333333333,0,1.3333333333333333,2026.0,34.0,569.0
154,561,2006,100.8967847,12.6766338,6,92,0,1,0,0,NA,0.06908581,657.9269,1.132028944955726,0.09046962164978722,0,1.5,0,1.3333333333333333,2019.0,32.0,131.0
149,600,2006,120,15.5,NA,57.125,0,1,0,0,3,0.14037295,907.64703,1.6684355994326656,0.06712214016376747,0,1.3333333333333333,0,1.3333333333333333,2047.0,8.0,566.0
143,205,2006,-77.3984704,18.458202,15,20,1,0,0,0,1,0.064379655,1078.5613,2.1684242993677882,0.052746472376483444,0,1.3333333333333333,0,1.5,2066.0,1.0,60.0
128,199,2006,-80.1269896,25.8917613,60,NA,0,1,0,0,NA,0.049757298,4223.734,1.5808411441195693,0.045815046898232265,0,1.3333333333333333,0,1.5,2060.0,14.0,57.0
124,198,2006,-81,28,24,96,0,0,1,0,11,0.055451516,651.64233,0.0,0.0,3,1.1666666666666667,0,1.3333333333333333,2031.0,23.0,10.0
120,429,2006,34.9593004,29.5508922,10,68.5,1,0,0,0,3,0.13291189,698.36365,3.117835036902265,0.14835205612365499,0,1.5,0,1.6666666666666667,2030.0,28.0,302.0
197,718,2007,179.1979716,-8.5204754,15,74,1,0,0,0,1,3.418318,14.57072,0.8016718747888014,0.003355329023906964,0,1.3333333333333333,0,1.1666666666666667,2067.0,12.0,355.0
184,602,2007,121,-2,NA,NA,0,0,1,0,NA,0.330474,37.125,2.430455494500083,0.08595407026348933,0,1.6666666666666667,0,1.6666666666666667,2089.0,1.0,562.0
177,567,2007,103.7524501,1.2249821,12,NA,0,0,1,0,1,0.036108926,4086.7407,2.532525739124553,0.01748180848504005,0,1.3333333333333333,0,1.1666666666666667,2073.0,10.0,548.0
129,199,2007,-80.3785098,25.0151854,48,NA,0,1,0,0,NA,0.13014986,371.27142,1.814475289311469,0.03817267255634024,0,1.5,0,1.6666666666666667,2031.0,19.0,56.0
127,614,2007,127.2784676,26.199204,6,89,1,0,0,0,1,0.17442818,104.38543,0.9544863709544932,-0.007880422506820056,6,2.0,3,2.1666666666666665,2035.0,45.0,367.0
164,557,2008,98.77841,7.740738,12,81.15,1,0,0,0,1,0.14762029,109.39851,0.7779569004348807,0.055032891987965835,0,1.8333333333333333,4,2.0,2047.0,20.0,351.0
152,456,2008,48.184644,13.9968809,14,89,0,1,0,0,7,0.25609335,130.61972,0.8757402705707552,0.05359811935821575,0,1.8333333333333333,0,1.8333333333333333,2030.0,66.0,220.0
147,599,2008,119.9856157,16.2982564,10,72,0,1,0,0,4,0.102151915,823.1727,1.281105281013879,0.09381470048286827,0,1.3333333333333333,0,1.5,2058.0,5.0,565.0
147,599,2008,119.8927296,16.3425356,NA,57.4,0,1,0,0,11,0.102151915,823.1727,1.281105281013879,0.09381470048286827,0,1.3333333333333333,0,1.5,2058.0,5.0,565.0
147,599,2008,119.8927296,16.3425356,5,76.75,0,1,0,0,9,0.102151915,823.1727,1.281105281013879,0.09381470048286827,0,1.3333333333333333,0,1.5,2058.0,5.0,565.0
147,599,2008,119.9227778,16.4419444,12,88.2,0,0,1,0,6,0.102151915,823.1727,1.281105281013879,0.09381470048286827,0,1.3333333333333333,0,1.5,2058.0,5.0,565.0
144,225,2008,-67.0465664,17.9749654,12,65,1,0,0,0,1,0.1599731,251.49376,1.52038613135125,0.11844752166567067,3,2.0,3,2.0,2066.0,7.0,57.0
143,230,2008,-64.7485759,18.3424047,60,13.33333333,1,0,0,0,2,0.34832406,763.3753,1.6129269525722107,0.06540732192255419,7,2.5,3,2.1666666666666665,2067.0,1.0,55.0
128,463,2008,51.5360368,25.885066,12,99,0,1,0,0,7,0.08238332,462.72144,0.9273858757251839,0.07056245425143806,0,1.6666666666666667,0,1.3333333333333333,2024.0,43.0,107.0
196,590,2009,115.0983069,-8.1485516,4.4,NA,0,0,1,0,2,0.029916655,5519.8516,1.2700703800391322,0.07824091367233041,0,2.0,4,2.3333333333333335,2059.0,4.0,563.0
178,607,2009,123.9750018,0.6246932,24,NA,1,0,0,0,2,0.27732182,119.54518,1.0452053042238483,0.08594524453649438,0,1.3333333333333333,3,2.0,2068.0,2.0,569.0
178,607,2009,123.9750018,0.6246932,24,NA,1,0,0,0,2,0.27732182,119.54518,1.0452053042238483,0.08594524453649438,0,1.3333333333333333,3,2.0,2068.0,2.0,569.0
160,610,2009,125.4535399,9.8093311,15,NA,0,1,0,0,2,0.08532384,518.275,0.9460425594165414,0.09014617611061444,0,1.1666666666666667,0,1.6666666666666667,2063.0,8.0,570.0
147,600,2009,120.0408687,16.2040011,36,25.77777778,0,1,0,0,4,0.042730417,1092.1227,1.6674059606898068,0.09248366486069498,3,1.3333333333333333,3,1.8333333333333333,2058.0,3.0,565.0
137,186,2009,-86.8515279,21.161908,60,NA,1,0,0,0,NA,0.08128369,138.2411,1.817647061907213,0.07727503253508577,3,2.0,0,2.0,0.0,0.0,57.0
129,470,2009,55.2707828,25.2048493,12,NA,0,1,0,0,NA,0.0388324,5003.043,1.260924322675671,0.04985968815479863,0,1.3333333333333333,0,1.1666666666666667,2039.0,52.0,106.0
127,199,2009,-80.365865,26.190096,60,NA,0,0,1,0,NA,0.050284296,3670.3027,2.2271950939610345,0.039336722029408855,0,1.3333333333333333,0,1.5,2051.0,13.0,55.0
120,429,2009,34.951925,29.557669,1,57.05,0,0,1,0,1,0.13291189,698.36365,3.117835036902265,0.14835205612365499,0,1.6666666666666667,3,1.8333333333333333,2030.0,28.0,302.0
195,439,2010,39.7549511,-7.869895,9,90.73333333,1,0,0,0,4,0.36576304,93.57506,0.8525914793013905,0.0904373548836354,0,1.8333333333333333,0,1.6666666666666667,2052.0,11.0,277.0
188,471,2010,55.6620239,-4.3314832,NA,NA,1,0,0,0,NA,4.610229,289.0818,0.4787705926527902,0.07351507432820252,3,1.6666666666666667,3,1.8333333333333333,2052.0,20.0,302.0
178,607,2010,123.9750018,0.6246932,4,88.66666667,1,0,1,0,1,0.27732182,119.54518,1.0452053042238483,0.08594524453649438,3,1.5,3,1.8333333333333333,2068.0,2.0,569.0
178,607,2010,123.9750018,0.6246932,NA,29.8,1,0,0,0,3,0.27732182,119.54518,1.0452053042238483,0.08594524453649438,3,1.5,3,1.8333333333333333,2068.0,2.0,569.0
159,559,2010,99.8403959,10.0956102,54,NA,0,1,0,0,NA,0.339265,59.922848,0.6523530099470711,0.0785986947886303,3,1.8333333333333333,3,1.8333333333333333,2021.0,17.0,140.0
147,599,2010,119.8927296,16.3425356,15,17,1,0,0,0,1,0.102151915,823.1727,1.281105281013879,0.09381470048286827,0,1.5,3,2.0,2058.0,5.0,565.0
147,599,2010,119.8927296,16.3425356,24,NA,0,0,1,0,6,0.102151915,823.1727,1.281105281013879,0.09381470048286827,0,1.5,3,2.0,2058.0,5.0,565.0
147,599,2010,119.8927296,16.3425356,10,72.83846154,0,0,1,0,3,0.102151915,823.1727,1.281105281013879,0.09381470048286827,0,1.5,3,2.0,2058.0,5.0,565.0
147,599,2010,119.8927296,16.3425356,6,74,0,1,0,0,5,0.102151915,823.1727,1.281105281013879,0.09381470048286827,0,1.5,3,2.0,2058.0,5.0,565.0
147,603,2010,121.5,16.5,3,22.775,1,0,0,0,1,0.25579116,505.25,1.101621928516331,0.0685039306556891,6,2.1666666666666665,9,2.3333333333333335,2042.0,5.0,556.0
143,230,2010,-64.5695896,18.4752932,48,40,1,0,0,0,1,0.34832406,763.3753,1.6129269525722107,0.06540732192255419,10,2.6666666666666665,3,2.1666666666666665,2067.0,1.0,55.0
140,48,2010,-155.5827818,19.8967662,7,89,0,0,1,0,NA,0.80905735,40.406864,0.7824421557261716,-0.008188563628912293,0,0.5,4,0.8333333333333334,2049.0,34.0,60.0
139,632,2010,136.0750591,20.4239255,22,59,1,0,0,0,1,4.0994563,0.0,0.7886456876711402,0.029441120914006316,0,1.5,0,1.6666666666666667,2035.0,6.0,0.0
129,199,2010,-80.2083103,25.4824229,4.3,64,1,0,0,0,1,0.13014986,371.27142,1.814475289311469,0.03817267255634024,0,1.6666666666666667,0,1.6666666666666667,2031.0,19.0,56.0
129,199,2010,-80.2083103,25.4824229,11,99,1,0,0,0,1,0.13014986,371.27142,1.814475289311469,0.03817267255634024,0,1.6666666666666667,0,1.6666666666666667,2031.0,19.0,56.0
124,198,2010,-81,28,9,NA,1,0,0,0,1,0.055451516,651.64233,0.0,0.0,3,1.6666666666666667,0,1.0,2031.0,23.0,10.0
124,198,2010,-81,28,24,NA,1,0,0,0,1,0.055451516,651.64233,0.0,0.0,3,1.6666666666666667,0,1.0,2031.0,23.0,10.0
114,625,2010,132.5055746,32.9610847,96,46.75,1,0,0,0,1,0.1278821,121.18346,1.6562387512848629,0.016976482934445508,6,2.3333333333333335,3,1.8333333333333333,2047.0,34.0,191.0
177,567,2011,103.8542344,1.2229878,14,34,0,0,1,0,8,0.036108926,4086.7407,2.532525739124553,0.01748180848504005,0,1.1666666666666667,0,1.3333333333333333,2073.0,10.0,548.0
164,556,2011,98.3380884,7.9519331,NA,NA,0,1,0,0,NA,0.07207023,288.13876,1.1173008833360323,0.10004374926323761,4,1.8333333333333333,3,1.6666666666666667,2047.0,20.0,339.0
