restored,number_of_anomalies,year_first_anomaly
0,25.0,2062.0
0,26.0,2053.0
0,13.0,2076.0
0,12.0,2057.0
0,22.0,2038.0
0,5.0,2076.0
0,16.0,2076.0
0,16.0,2076.0
0,19.0,2076.0
0,18.0,2076.0
0,15.0,2069.0
0,19.0,2060.0
0,18.0,2075.0
0,23.0,2064.0
0,18.0,2075.0
0,17.0,2075.0
0,18.0,2075.0
0,1.0,2094.0
0,1.0,2094.0
0,0.0,0.0
0,26.0,2062.0
0,37.0,2050.0
0,15.0,2057.0
0,13.0,2064.0
0,19.0,2076.0
0,20.0,2064.0
0,20.0,2060.0
0,19.0,2075.0
0,18.0,2075.0
0,18.0,2075.0
0,18.0,2075.0
0,2.0,2074.0
0,3.0,2074.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,26.0,2062.0
0,35.0,2059.0
0,34.0,2062.0
0,14.0,2056.0
0,17.0,2056.0
0,16.0,2076.0
0,19.0,2076.0
0,18.0,2056.0
0,18.0,2056.0
0,21.0,2060.0
0,19.0,2075.0
0,2.0,2074.0
0,0.0,0.0
0,0.0,0.0
0,24.0,2062.0
0,28.0,2062.0
0,34.0,2060.0
0,19.0,2057.0
0,19.0,2057.0
0,18.0,2056.0
0,17.0,2056.0
0,20.0,2076.0
0,0.0,0.0
0,23.0,2062.0
0,23.0,2062.0
0,34.0,2060.0
0,14.0,2057.0
0,19.0,2056.0
0,19.0,2076.0
0,19.0,2076.0
0,0.0,0.0
0,23.0,2062.0
0,35.0,2060.0
0,34.0,2060.0
0,26.0,2059.0
0,14.0,2057.0
0,20.0,2057.0
0,20.0,2056.0
0,19.0,2056.0
0,19.0,2076.0
0,0.0,0.0
0,34.0,2060.0
0,35.0,2060.0
0,35.0,2053.0
0,19.0,2057.0
0,16.0,2057.0
0,19.0,2076.0
0,4.0,2056.0
0,18.0,2057.0
0,19.0,2057.0
0,23.0,2057.0
0,29.0,2047.0
0,22.0,2057.0
0,22.0,2057.0
0,40.0,2017.0
0,4.0,2074.0
0,5.0,2074.0
0,5.0,2074.0
0,3.0,2074.0
0,5.0,2074.0
0,5.0,2074.0
0,5.0,2074.0
0,23.0,2057.0
0,17.0,2049.0
0,35.0,2047.0
0,16.0,2060.0
0,24.0,2050.0
0,15.0,2060.0
0,21.0,2069.0
0,20.0,2069.0
0,19.0,2068.0
0,15.0,2076.0
0,20.0,2060.0
0,12.0,2070.0
0,13.0,2076.0
0,17.0,2060.0
0,12.0,2070.0
0,42.0,2044.0
0,29.0,2065.0
