restored,lat,lon,remoteness,cumulative_impacts_mean,cumulative_impacts_trend,baa_n,baa_mean,baa_trend,coral_diversity,year_first_anomaly,number_of_anomalies_2100
0,16.5,-61.5,0.06931168,1.375603077,0.090298071,7,1.944444444,0.035263835,56,2059,37
0,16.5,-61,0.21639827,1.374284864,0.075254625,11,2.083333333,0.053667954,56,2059,34
0,16.5,39,0.2574162,0.52110874,0.023394072,4,1.916666667,-0.003989704,305,2060,90
0,16.5,39.5,0.33913216,0.501616732,0.034442946,2,1.777777778,0.003861004,307,2060,112
0,16.5,40,0.47989923,0.457387865,0.032521162,4,1.888888889,0.011325611,307,2053,127
0,16.5,41.5,0.34591597,0.980674407,-0.02852575,1,1.666666667,0.004375804,311,2059,101
0,16.5,42,0.21211481,1.271283919,-0.008498037,1,1.5,0.002574003,311,2060,125
0,16.5,42.5,0.10232852,0.939335366,0.021372284,1,1.638888889,0.001930502,311,2060,122
0,16.5,81.5,0.07001003,1.092259637,0.088975239,0,1.5,0.002831403,7,2021,80
0,16.5,94,0.17217287,1.129819051,0.014468106,1,1.638888889,0.016602317,264,2052,65
0,16.5,108,0.07954549,1.685943058,0.065112232,2,1.75,0.018404118,72,2062,42
0,16.5,111,1.0014096,1.428666888,0.046784619,9,2.25,0.028442728,363,2051,58
0,16.5,111.5,1.1048211,1.816074329,0.051413528,5,2,0.024195624,363,2051,54
0,16.5,112,1.2036216,1.265059417,0.045703246,5,2,0.021621622,362,2051,64
0,16.5,112.5,1.3196492,1.16335932,0.064558984,4,1.888888889,0.020849421,362,2051,48
0,16.5,122,0.22204506,0.694268552,0.064420052,8,1.944444444,0.042985843,556,2074,27
0,16.5,146,7.796684,0.734828917,0.066814132,5,1.861111111,0.024581725,250,2041,91
0,16,-87.5,0.12392397,1.182779033,0.089358905,10,2.194444444,0.044401544,57,2084,26
0,16,-87,0.19014496,1.319603626,0.092353628,7,2.055555556,0.045302445,57,2019,24
0,16,-86.5,0.11754841,1.209142922,0.072678298,7,2,0.046074646,57,2019,27
0,16,-83.5,0.7060032,1.44485036,0.076655822,13,2.277777778,0.057142857,57,2084,10
0,16,-83,0.7441615,1.030780651,0.042916024,13,2.277777778,0.048391248,57,2019,16
0,16,-82.5,0.82848394,0.872349914,0.049791687,12,2.277777778,0.05019305,57,2074,5
0,16,-64,0.84137523,1.478057026,0.116128545,6,1.944444444,0.028314028,0,2084,13
0,16,-62,0.13366216,1.642852468,0.106243615,7,1.944444444,0.03011583,56,2067,22
0,16,-61.5,0.17605251,1.488702121,0.099530812,9,2.027777778,0.035649936,57,2067,27
0,16,39,0.15217297,0.511752482,0.036392183,1,1.833333333,-0.002831403,305,2062,103
0,16,39.5,0.21342242,0.430588798,0.035520051,1,1.833333333,-0.009009009,307,2068,77
0,16,40,0.405474,0.420978184,0.043074955,2,1.805555556,0.002960103,307,2057,117
0,16,40.5,0.5191513,0.392427315,0.042716473,0,1.638888889,-0.004761905,307,2025,96
0,16,41.5,0.28116968,0.885907441,-0.020133619,0,1.5,-0.011325611,310,2060,114
0,16,42,0.111526184,0.654044419,0.010769974,0,1.416666667,-0.006048906,310,2062,76
0,16,42.5,0.15489385,0.612478534,0.029208622,0,1.583333333,-0.011454311,310,2062,104
0,16,94,0.19323353,0.974862089,0.047724728,2,1.722222222,0.019047619,263,2052,68
0,16,108,0.05302299,2.56422382,-0.035156029,2,1.777777778,0.016731017,363,2062,42
0,16,108.5,0.11697309,1.818729691,-0.004002467,5,1.944444444,0.020849421,364,2062,44
0,16,111,0.98803705,1.046606219,0.036355746,6,2.055555556,0.032432432,363,2048,79
0,16,119.5,0.13039379,1.573773628,0.09134152,5,1.722222222,0.037323037,566,2053,51
0,16,121,0.17015658,1.452853649,0.059968822,0,0,0,561,2053,49
0,16,121.5,0.15075088,0.645642198,0.050909249,8,2,0.047619048,562,2023,38
0,15.5,-83,0.5603565,1.784149934,0.074789369,14,2.333333333,0.050965251,57,2074,19
0,15.5,-82.5,0.65234107,1.514149685,0.064627675,12,2.25,0.044401544,57,2068,9
0,15.5,-61.5,0.19939327,1.584079543,0.101096096,10,2.055555556,0.037837838,57,2067,29
0,15.5,39.5,0.23952131,0.578989781,0.035389259,1,1.805555556,0.001930502,307,2062,119
0,15.5,40,0.26325676,0.485221388,0.03812572,0,1.583333333,-0.005276705,307,2025,149
0,15.5,40.5,0.37636256,0.539586957,0.034986043,0,1.5,-0.013127413,307,2025,109
0,15.5,42,0.20464605,0.76523416,-0.004859296,0,1.388888889,-0.023166023,310,2047,116
0,15.5,42.5,0.139572,0.837310006,0.029149336,0,1.416666667,-0.018661519,309,2053,166
0,15.5,108.5,0.04737327,2.836162745,-0.008864447,7,1.972222222,0.025096525,365,2062,41
0,15.5,109,0.16130865,2.219599474,-0.026644186,10,2.222222222,0.036808237,365,2056,47
0,15.5,117.5,0.89350826,0.885142701,0.091411122,6,1.833333333,0.036550837,365,2053,72
0,15.5,119.5,0.13613567,1.379213801,0.098013157,3,1.722222222,0.028571429,566,2053,49
0,15.5,121,0.22426878,2.034385925,0.010958644,8,2,0.04015444,567,2053,55
0,15.5,121.5,0.17964028,0.893638287,0.040426603,8,2.055555556,0.047104247,567,2053,60
0,15.5,122,0.3280815,0.599773239,0.051759085,9,1.972222222,0.038481338,567,2063,33
0,15.5,145,7.340445,0.809949738,0.068892862,6,1.805555556,0.028442728,256,2041,111
0,15.5,145.5,7.3810544,0.79888528,0.057120165,6,1.861111111,0.02972973,255,2041,110
0,15,-83.5,0.3271639,1.529321829,0.069994685,15,2.555555556,0.05997426,57,2089,8
0,15,-83,0.38420606,1.628093726,0.068049748,15,2.472222222,0.056499356,57,2074,14
0,15,-82.5,0.5432266,1.782627535,0.068423166,12,2.138888889,0.047232947,57,2039,14
0,15,-61.5,0.073997706,1.712242968,0.115138611,4,1.833333333,0.021879022,57,2084,13
0,15,-61,0.101486936,1.496677245,0.097534494,10,2.027777778,0.044144144,57,2084,11
0,15,40,0.35871705,0.651756359,0.040741804,1,1.611111111,0.015444015,307,2025,147
0,15,40.5,0.36217716,0.532104661,0.03300197,0,1.361111111,-0.001673102,307,2025,165
0,15,42.5,0.09012618,1.054340573,0.027842003,0,1.416666667,-0.02972973,309,2062,166
0,15,43,0.07550781,2.343348976,0.073348378,0,1.388888889,-0.005662806,308,2062,159
0,15,49,0.08588157,0.859407449,0.03763796,0,1.638888889,-0.0003861,220,2019,201
0,15,50,0.16858438,0.707645604,0.040282297,0,1.833333333,0.002574003,218,2034,189
0,15,74,0.069512576,1.481965794,0.114835174,2,1.611111111,0.00952381,74,2051,126
0,15,93.5,0.6210126,0.985999154,0.051743608,1,1.638888889,0.011196911,288,2054,60
0,15,120,0.05455364,1.599295305,0.09085807,2,1.583333333,0.033075933,570,2053,59
0,15,121.5,0.12685922,0.843288483,0.044479958,8,1.833333333,0.03963964,567,2053,48
0,15,122,0.21558474,0.750020533,0.051041754,8,1.805555556,0.043371943,567,2053,49
0,15,122.5,0.21068731,0.67397006,0.048883918,8,1.916666667,0.032818533,567,2081,24
0,15,123,0.275633,0.580065123,0.040689685,7,1.888888889,0.026769627,568,2053,64
0,15,145,7.150845,0.914991671,0.082280943,5,1.805555556,0.034105534,258,2041,83
0,15,145.5,7.2309647,0.93633342,0.074321048,5,1.805555556,0.032046332,258,2041,105
0,15,168.5,10.471434,0.671204227,0.039056483,2,1.583333333,0.013256113,8,2060,52
0,15,169,10.549877,0.687318971,0.038054319,2,1.638888889,0.018918919,8,2060,66
0,14.5,-83.5,0.13239756,1.444642678,0.063749252,16,2.583333333,0.062419562,57,2059,8
0,14.5,-83,0.27572748,1.37689308,0.063274889,15,2.416666667,0.053667954,57,2074,12
0,14.5,-82.5,0.46518517,1.741752413,0.070215039,11,2.083333333,0.039253539,57,2039,19
0,14.5,-81.5,0.689224,1.381437835,0.085603564,8,1.972222222,0.043886744,57,2068,15
0,14.5,-80.5,0.85967284,1.167821744,0.086229814,6,1.805555556,0.046203346,0,2059,15
0,14.5,-61.5,0.14594206,1.604582997,0.110418322,6,1.972222222,0.022007722,57,2084,7
0,14.5,-61,0.13344288,1.527930749,0.099966079,11,2.111111111,0.036550837,57,2084,7
0,14.5,42.5,0.13363376,1.049616097,0.016395635,0,1.333333333,-0.023938224,308,2063,137
0,14.5,43,0.07768701,1.398865911,0.052544,0,1.361111111,-0.009137709,308,2062,150
0,14.5,48.5,0.23448485,0.7125572,0.031160594,1,1.611111111,-0.005148005,220,2019,167
0,14.5,49,0.114690885,0.672591562,0.034602672,0,1.611111111,-0.001287001,220,2025,176
0,14.5,74,0.07886887,1.374607746,0.087057869,2,1.583333333,0.008622909,74,2051,115
0,14.5,93,0.5725031,1.039110597,0.099573143,1,1.694444444,0.006306306,287,2067,78
0,14.5,97.5,0.16183108,1.61142069,0.048168229,4,1.916666667,0.025096525,278,2043,58
0,14.5,120,0.13189018,1.197553931,0.095739656,5,1.75,0.038996139,570,2053,63
0,14.5,121.5,0.08714987,0.891364558,0.048912641,8,1.916666667,0.047747748,567,2053,50
0,14.5,122,0.11395981,1.113774014,0.058280159,8,1.805555556,0.048005148,567,2053,35
0,14.5,122.5,0.07352333,1.280926769,0.075334328,8,1.777777778,0.037323037,567,2053,48
0,14.5,123,0.13061337,0.971723005,0.074080782,7,1.861111111,0.024066924,568,2053,58
0,14.5,123.5,0.2630737,0.883439985,0.076715397,8,1.888888889,0.028056628,568,2053,50
0,14.5,124,0.29865605,0.927499205,0.084150861,5,1.75,0.026126126,568,2053,95
0,14.5,145,6.9701104,0.972716687,0.06510267,5,1.861111111,0.035649936,265,2041,90
0,14,-83,0.2858373,1.228060557,0.067871223,12,2.222222222,0.054054054,57,2039,10
0,14,-82.5,0.4500837,1.589318887,0.063913803,10,2.083333333,0.047490347,57,2039,13
0,14,-81.5,0.5009815,1.20189282,0.074720084,8,2,0.042213642,57,2068,16
0,14,-80.5,0.73472244,1.184918562,0.072346039,6,1.805555556,0.041827542,57,2068,10
0,14,-61.5,0.29068175,1.628691557,0.115809675,10,2.083333333,0.024066924,57,2076,13
0,14,-61,0.2851911,1.517139286,0.109396692,13,2.166666667,0.03963964,57,2084,10
0,14,42.5,0.19005112,1.034861314,0.022616583,0,1.444444444,-0.008236808,308,2062,134
0,14,43,0.114000596,1.123921984,0.018889783,0,1.416666667,-0.012483912,308,2057,160
0,14,92.5,0.36984113,1.073665451,0.111525468,1,1.694444444,0.001673102,288,2048,77
0,14,93,0.3855899,1.255839181,0.091529714,2,1.75,0.006306306,288,2067,67
0,14,97.5,0.20508221,1.224119066,0.05748234,2,1.861111111,0.015315315,279,2073,44
0,14,98,0.16232555,1.275514475,0.044763161,2,1.638888889,0.014028314,279,2051,52
0,14,109,0.06759461,1.527268814,0.077476037,1,1.722222222,0.018790219,367,2051,43
0,14,120,0.18151306,0.996996731,0.082873116,4,1.722222222,0.032947233,570,2053,54
0,14,120.5,0.047028188,1.28641312,0.087238739,1,1.472222222,0.021492921,570,2053,64
0,14,121,0.028010909,1.408207727,0.086757307,9,1.888888889,0.051994852,569,2053,41
0,14,121.5,0.07296895,1.194163212,0.096573164,10,2.111111111,0.061003861,567,2052,47
0,14,122,0.08452991,1.568271612,0.095857681,12,2.083333333,0.069369369,567,2052,45
0,14,122.5,0.09534643,1.609743542,0.111423298,11,2.055555556,0.05997426,567,2053,51
0,14,123,0.06314753,2.318664734,0.086431662,9,1.916666667,0.045431145,568,2053,41
0,14,124,0.22524929,1.175963684,0.089227374,3,1.666666667,0.021621622,568,2053,75
0,13.5,-83.5,0.32052618,0.991871697,0.058598108,15,2.583333333,0.059330759,57,2059,34
0,13.5,-83,0.38998488,1.228281658,0.071359049,11,2.277777778,0.053281853,57,2090,12
0,13.5,-82.5,0.34214386,1.291442475,0.07514473,8,2.027777778,0.034362934,57,2089,10
0,13.5,-81.5,0.32515708,1.255468027,0.073250944,8,1.944444444,0.033719434,57,2068,15
0,13.5,-80.5,0.6546382,1.413100876,0.088758663,7,2.027777778,0.032818533,57,2076,11
0,13.5,-61.5,0.43455797,1.57536335,0.124845028,11,2.138888889,0.026126126,56,2090,8
0,13.5,-60,0.07479109,1.579703493,0.113068191,11,2.111111111,0.033719434,56,2068,13
0,13.5,-59.5,0.11870813,1.436844834,0.108994236,12,2.138888889,0.037709138,56,2084,3
0,13.5,42.5,0.103660844,1.083357844,0.028284506,0,1.583333333,0.001415701,312,2034,131
0,13.5,43,0.18260401,1.281611707,0.024138648,1,1.555555556,2.34E-17,316,2052,152
0,13.5,92,0.38665548,0.927613263,0.095138591,2,1.75,0.006821107,288,2027,96
0,13.5,92.5,0.24167216,1.459570811,0.105758501,1,1.611111111,-0.002059202,288,2048,93
0,13.5,93,0.26966015,0.945094228,0.104346281,2,1.75,0.014285714,288,2054,78
0,13.5,94,0.64076465,0.891906476,0.089841418,2,1.75,0.012483912,288,2054,78
0,13.5,98,0.21523389,1.164905941,0.10258843,5,1.888888889,0.02985843,286,2043,57
0,13.5,100.5,0.065844156,1.816931167,0.060111545,2,1.638888889,0.034362934,131,2040,73
0,13.5,109,0.05960891,2.349815986,0.110725571,1,1.555555556,0.013899614,368,2019,60
0,13.5,120,0.22471227,1.19644728,0.095531134,2,1.444444444,0.028571429,570,2053,39
0,13.5,120.5,0.27620658,1.776337525,0.080818062,2,1.5,0.032432432,569,2053,62
0,13.5,121,0.13037719,1.561949589,0.0677749,9,1.861111111,0.045431145,569,2053,53
0,13.5,121.5,0.15982386,0.89800966,0.070408016,10,1.916666667,0.047490347,567,2063,47
0,13.5,122,0.17922944,0.775867705,0.07585531,10,2.027777778,0.04980695,567,2052,53
0,13.5,122.5,0.1466779,0.958404452,0.094495908,9,1.888888889,0.048133848,567,2053,40
0,13.5,123,0.06789681,1.286970614,0.107485489,3,1.694444444,0.031788932,568,2053,66
0,13.5,123.5,0.04687868,1.505952247,0.056318546,4,1.75,0.024839125,569,2064,57
0,13.5,124,0.13619411,0.897119552,0.076184934,3,1.75,0.019433719,570,2053,97
0,13.5,144,6.535478,0.964478903,0.078934333,4,1.833333333,0.028314028,264,2041,74
0,13,-83.5,0.4992604,1.167825496,0.071865586,17,2.666666667,0.058944659,57,2074,16
0,13,-82,0.09394433,1.341545038,0.07759616,8,2.111111111,0.026512227,57,2089,16
0,13,-70.5,0.3200137,1.456721537,0.088524225,7,1.861111111,0.026383526,60,2059,9
0,13,-70,0.33093926,1.359866878,0.09393883,6,1.861111111,0.029472329,61,2060,15
0,13,-61.5,0.57450825,1.416919878,0.115139226,11,2.138888889,0.031016731,56,2039,25
0,13,42.5,0.16289888,0.782293554,0.028609932,2,1.777777778,0.028314028,311,2034,181
0,13,43,0.18050143,1.143509394,0.020129052,2,1.666666667,0.012870013,326,2052,159
0,13,43.5,0.2923079,0.972343404,0.018389232,1,1.638888889,0.009137709,303,2034,141
0,13,44,0.19547094,1.055973575,0.018212183,1,1.722222222,0.003603604,222,2034,191
0,13,44.5,0.08229351,1.221078172,0.015852949,1,1.75,0.003217503,220,2034,190
0,13,92,0.40508148,1.03955547,0.089304494,2,1.777777778,0.014671815,288,2055,79
0,13,92.5,0.24898152,1.64519702,0.106385133,2,1.75,0.014285714,288,2047,105
0,13,93,0.23570919,0.831691859,0.069849729,2,1.75,0.012483912,288,2051,102
0,13,97.5,0.37437755,1.003114019,0.055090134,4,1.888888889,0.017760618,316,2051,61
0,13,98,0.18886235,1.282234812,0.039782499,2,1.75,0.022779923,316,2051,59
0,13,101,0.03409938,1.585249109,0.065925635,3,1.666666667,0.024967825,131,2043,74
0,13,101.5,0.046459716,1.484029175,0.044088956,3,1.722222222,0.027027027,131,2040,68
0,13,109,0.13571723,1.844405973,0.143892828,4,1.777777778,0.022393822,369,2019,54
0,13,119.5,0.47734228,0.7996845,0.091054315,4,1.611111111,0.024710425,570,2064,39
0,13,120,0.3225434,0.915237291,0.092863767,2,1.527777778,0.021235521,570,2064,41
0,13,120.5,0.21522759,1.754651484,0.081630349,2,1.5,0.024453024,569,2053,50
0,13,121,0.3053069,1.689274463,0.076816643,8,1.916666667,0.038223938,567,2053,62
0,13,121.5,0.15698953,0.832337972,0.071957039,8,1.861111111,0.037966538,567,2053,67
0,13,122,0.23958613,0.760725743,0.073843118,9,1.888888889,0.05019305,567,2063,59
0,13,122.5,0.26079655,0.639281488,0.061346812,9,1.861111111,0.048519949,568,2053,45
0,13,123,0.11992787,0.948727909,0.091574618,3,1.638888889,0.023809524,568,2048,74
0,13,123.5,0.061352633,1.334831619,0.096613124,3,1.638888889,0.022007722,571,2053,89
0,13,124,0.0830912,1.253872258,0.108112324,3,1.722222222,0.027027027,571,2053,87
0,13,124.5,0.17450261,0.974108836,0.085732956,4,1.694444444,0.022265122,570,2053,83
0,13,125,0.2485537,0.965906445,0.090436821,2,1.555555556,0.018532819,570,2044,81
0,13,144,6.345878,0.886939688,0.074794155,4,1.861111111,0.028957529,264,2041,74
0,12.5,-83.5,0.595773,1.02348701,0.071469238,15,2.527777778,0.051608752,57,2068,28
0,12.5,-83,0.43282953,1.119187158,0.071986684,10,2.277777778,0.034491634,57,2068,22
0,12.5,-82,0.12571502,1.110186503,0.076925914,11,2.166666667,0.034491634,57,2068,25
0,12.5,-81.5,0.22600402,1.341376964,0.087104518,11,2.194444444,0.026383526,57,2063,22
0,12.5,-72.5,0.1836712,1.505087531,0.116973391,15,2.416666667,0.02972973,60,2059,19
0,12.5,-72,0.262253,2.465416166,0.139770579,14,2.416666667,0.036164736,60,2068,6
0,12.5,-70.5,0.15023641,1.654995126,0.098586436,11,2.194444444,0.033590734,60,2019,25
0,12.5,-70,0.15881902,1.549352518,0.106744201,11,2.166666667,0.044787645,61,2019,36
0,12.5,-69.5,0.29003847,1.495416146,0.092505649,10,2,0.038610039,61,2039,14
0,12.5,-68,0.5869108,1.390461487,0.089000546,15,2.361111111,0.04980695,63,2059,17
0,12.5,-67.5,0.64401,1.383943576,0.083902023,16,2.472222222,0.058043758,62,2059,11
0,12.5,-61.5,0.6037401,1.549121081,0.125236681,11,2.111111111,0.038095238,57,2039,32
0,12.5,43,0.26561564,0.879355783,0.008880333,1,1.611111111,0.003861004,297,2034,154
0,12.5,52,1.2822454,0.649183926,0.019158609,0,1.166666667,-0.0002574,235,2016,248
0,12.5,71.5,1.2676349,0.787990593,0.072936644,0,1.333333333,0.008751609,96,2067,56
0,12.5,79.5,0.024691803,2.394196708,0.180301869,0,1.444444444,0.006949807,9,2053,95
0,12.5,92,0.29989263,1.30475473,0.095476143,2,1.722222222,0.015444015,288,2047,103
0,12.5,92.5,0.18001722,1.713070463,0.105378069,2,1.75,0.012483912,288,2037,98
0,12.5,93,0.2363808,1.106262581,0.104322089,2,1.805555556,0.012226512,288,2051,83
0,12.5,97.5,0.36710626,0.995486722,0.090940571,1,1.694444444,0.012741313,316,2051,65
0,12.5,98,0.18560022,1.347950528,0.031442827,2,1.694444444,0.02046332,316,2051,65
0,12.5,102,0.09468493,0.975494734,0.027421079,2,1.694444444,0.018661519,132,2040,56
0,12.5,119,0.5570898,0.614588414,0.069923109,4,1.638888889,0.029472329,567,2059,40
0,12.5,119.5,0.5246994,0.919533435,0.087643679,5,1.611111111,0.028571429,567,2053,54
0,12.5,120,0.43998808,1.037698068,0.075877397,5,1.694444444,0.028442728,570,2064,35
0,12.5,121,0.17549959,1.128550344,0.084107343,1,1.583333333,0.011454311,569,2053,62
0,12.5,121.5,0.15774632,0.795692187,0.083728193,4,1.722222222,0.032175032,569,2052,78
0,12.5,122,0.17605352,0.744383349,0.078099004,6,1.777777778,0.032432432,568,2064,40
0,12.5,122.5,0.22134958,0.771471829,0.085680067,9,1.888888889,0.046589447,568,2053,48
0,12.5,123,0.07598659,1.086027331,0.089003069,7,1.805555556,0.046718147,571,2059,72
0,12.5,123.5,0.054317083,1.602866398,0.12007909,3,1.638888889,0.019433719,571,2064,60
0,12.5,124,0.08361548,1.416647524,0.136218452,1,1.472222222,0.011196911,571,2053,82
0,12.5,125,0.23647773,1.823901031,0.110697859,2,1.5,0.00978121,570,2064,69
0,12.5,125.5,0.22605099,1.272283204,0.109449488,2,1.5,0.014157014,570,2063,75
0,12.5,170,9.758336,0.70289955,0.00506819,1,1.388888889,0.011325611,337,2070,82
0,12,-73,0.08066333,1.731411032,0.104246235,13,2.333333333,0.039382239,60,2019,26
0,12,-71.5,0.3318881,1.34742108,0.138316512,4,1.888888889,0.02007722,60,2053,26
0,12,-70,0.068442814,1.338187753,0.081308163,13,2.166666667,0.038352638,61,2033,36
0,12,-68,0.41667667,1.211530622,0.101644751,14,2.388888889,0.051737452,63,2052,37
0,12,-67.5,0.4659194,1.229265772,0.104240327,14,2.444444444,0.050965251,62,2052,42
0,12,-67,0.44652405,1.368014215,0.093503261,15,2.388888889,0.045817246,61,2031,52
0,12,-66.5,0.5068566,1.298155811,0.107033286,15,2.5,0.042471042,61,2031,56
0,12,-65,0.39100647,1.374517281,0.120767907,13,2.388888889,0.031145431,60,2031,41
0,12,-64.5,0.28935328,1.367878249,0.108899546,17,2.611111111,0.038352638,58,2039,22
0,12,-62,0.42977938,1.519095929,0.129759354,12,2.222222222,0.043500644,57,2059,8
0,12,42.5,0.1445878,0.587315891,0.007025338,1,1.694444444,0.006821107,220,2034,159
0,12,43,0.10032972,0.542933373,0.011619081,0,1.638888889,0.001158301,223,2062,155
0,12,43.5,0.25463048,0.653773395,-0.017296143,1,1.666666667,-0.004890605,223,2067,110
0,12,71.5,1.34617,0.663522024,0.061224275,0,1.277777778,0.008494208,96,2067,53
0,12,72,1.15657,0.625431924,0.060990329,0,1.361111111,-0.003474903,96,2067,67
0,12,72.5,0.96697,0.766625199,0.088335298,1,1.388888889,-0.002574003,96,2059,72
0,12,73,0.77737004,0.622488649,0.08378671,1,1.416666667,-0.002445302,96,2059,66
0,12,75,0.082458004,1.060943844,0.073557693,4,1.638888889,0.014543115,74,2051,153
0,12,75.5,0.06143583,1.876635497,0.119223275,3,1.638888889,0.017889318,75,2033,157
0,12,79.5,0.0278544,2.475320902,0.171691876,0,1.5,0.017245817,9,2053,120
0,12,92,0.17570908,0.868478819,0.088214345,2,1.694444444,0.011454311,288,2047,89
0,12,92.5,0.079971544,1.315091971,0.095028152,3,1.833333333,0.020849421,288,2047,94
0,12,93,0.21542752,0.819776764,0.06756301,4,1.944444444,0.02033462,288,2048,91
0,12,97,0.61792094,0.839968003,0.06035621,5,1.888888889,0.011068211,316,2051,53
0,12,97.5,0.43510318,0.895744347,-0.008940943,2,1.805555556,0.017889318,316,2051,63
0,12,98,0.32484493,0.995893976,-0.008503726,8,2,0.039382239,316,2051,63
0,12,102,0.2515868,0.827759604,0.032720495,1,1.638888889,0.00990991,138,2063,37
0,12,109,0.0704424,1.73896098,0.065872663,3,1.777777778,0.00978121,398,2033,54
0,12,114.5,1.6442925,0.838243942,0.035794341,2,1.5,0.013642214,363,2063,46
0,12,116,1.2106605,0.964307799,0.027980543,3,1.583333333,0.026898327,363,2069,38
0,12,116.5,1.0396465,0.897139491,0.047850496,3,1.583333333,0.027413127,363,2069,40
0,12,117,0.9075552,1.072536945,0.055198935,3,1.583333333,0.025353925,363,2053,40
0,12,117.5,0.81292325,0.724509386,0.038812387,3,1.583333333,0.024324324,0,2053,35
0,12,119,0.36956072,0.68643221,0.073675587,4,1.722222222,0.026512227,567,2053,62
0,12,119.5,0.3766231,1.220765941,0.091588308,3,1.611111111,0.025225225,570,2015,72
0,12,120,0.47286102,1.127230366,0.062733037,4,1.722222222,0.029343629,569,2063,34
0,12,120.5,0.39458612,0.787387182,0.044226103,2,1.722222222,0.015444015,570,2047,49
0,12,121,0.29413447,0.829211682,0.091122845,4,1.805555556,0.021492921,570,2063,38
0,12,121.5,0.13755755,0.888453275,0.094014574,3,1.777777778,0.022908623,569,2063,40
0,12,122,0.07144991,1.002894609,0.087418687,6,1.861111111,0.034620335,570,2064,54
0,12,122.5,0.077448465,1.022336521,0.103875416,7,1.888888889,0.039124839,570,2053,55
0,12,123,0.11255048,1.132410107,0.113698474,6,1.777777778,0.038610039,571,2063,49
0,12,123.5,0.13943267,1.118924973,0.1151568,3,1.777777778,0.02007722,571,2064,49
0,12,124,0.11313754,1.181259435,0.122542429,2,1.638888889,0.023809524,571,2064,49
0,12,124.5,0.067145936,1.337183528,0.085398328,7,1.75,0.042342342,571,2063,65
0,12,125,0.18492533,2.540950144,0.089816306,4,1.583333333,0.025868726,572,2069,54
0,12,125.5,0.19119509,1.18274866,0.102341309,2,1.555555556,0.016473616,571,2065,60
0,12,162,8.316286,0.747184604,0.039498798,5,1.722222222,0.037065637,328,2060,88
0,12,165,8.804632,0.630464436,0.038390392,6,1.638888889,0.034105534,334,2029,50
0,12,165.5,8.882792,0.63229249,0.027701469,5,1.555555556,0.022393822,334,2029,67
0,12,166.5,9.038245,0.622398077,0.025428173,3,1.472222222,0.012226512,335,2029,73
0,11.5,-86,0.105121925,1.032868995,0.033229829,3,1.861111111,0.008108108,21,2068,38
0,11.5,-74,0.2703654,1.188893074,0.102264724,9,2.194444444,0.042342342,60,2019,29
0,11.5,-64,0.091155194,1.299527528,0.115688424,15,2.527777778,0.046203346,58,2031,28
0,11.5,-63.5,0.20881712,1.572347768,0.125400502,19,2.694444444,0.051351351,58,2023,20
0,11.5,-61,0.2706395,1.625576797,0.119600562,12,2.222222222,0.038610039,57,2097,2
0,11.5,-60.5,0.3962373,1.526496562,0.12652518,11,2.25,0.04002574,57,2039,34
0,11.5,42.5,0.13388453,0.681383983,0.020197904,1,1.555555556,0.013642214,220,2063,136
0,11.5,43,0.15164432,0.558569547,0.029206955,2,1.833333333,0.00978121,219,2062,166
0,11.5,43.5,0.22967635,0.549128184,0.006855406,1,1.75,0.000643501,218,2062,131
0,11.5,71.5,1.4242585,0.633445406,0.058835962,0,1.222222222,0.009009009,96,2068,71
0,11.5,72,1.2346588,0.751101813,0.070622964,1,1.277777778,0.004890605,96,2068,78
0,11.5,72.5,1.0453291,0.746018856,0.071501046,0,1.25,-0.003217503,96,2068,97
0,11.5,73,0.859877,0.605410025,0.068078155,0,1.333333333,-0.006692407,96,2067,77
0,11.5,75.5,0.05873016,1.161411408,0.063117757,3,1.638888889,0.026898327,76,2033,151
0,11.5,79.5,0.028728414,2.222092343,0.112864334,0,1.583333333,0.011196911,11,2052,132
0,11.5,92.5,0.15211399,1.077465285,0.090903693,3,1.805555556,0.014028314,288,2047,87
0,11.5,97.5,0.4828778,0.748836953,0.040734767,2,1.833333333,0.018018018,317,2051,59
0,11.5,98,0.30091426,0.915927031,0.04313328,2,1.833333333,0.01981982,317,2051,59
0,11.5,99.5,0.23397747,0.854037346,0.079358615,2,1.583333333,0.010682111,131,2040,80
0,11.5,102.5,0.3245999,0.657723526,0.035294542,1,1.611111111,0.008236808,141,2051,74
0,11.5,103,0.27577212,0.683290574,0.018135992,2,1.611111111,0.011840412,144,2051,75
0,11.5,108.5,0.079995036,1.796200535,0.009408019,4,1.666666667,0.021879022,398,2019,64
0,11.5,109,0.15767239,1.137922909,-0.006043403,4,1.75,0.022779923,398,2019,67
0,11.5,114,1.7451912,0.916197837,0.034430474,3,1.527777778,0.015315315,363,2035,71
0,11.5,114.5,1.5557863,0.758293083,0.037555305,3,1.611111111,0.021364221,363,2064,63
0,11.5,115,1.3761574,0.684808753,0.050635587,3,1.611111111,0.021879022,363,2053,59
0,11.5,116,1.1072218,1.029575842,0.067713339,4,1.638888889,0.031531532,363,2064,41
0,11.5,116.5,0.94252545,1.235444031,0.047573034,4,1.638888889,0.025611326,363,2072,34
0,11.5,117,0.77151144,0.922776664,0.020041484,3,1.638888889,0.023552124,363,2064,33
0,11.5,118.5,0.40772447,0.727542497,0.053340192,4,1.722222222,0.023423423,566,2063,37
